2026-04-21 08:30:40,460 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:31:48,670 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DVDZZ2B4
2026-04-21 08:31:55,606 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:31:56,626 | INFO | amazon_goods_monitor | 标题: Fat Brain Toys Magshuto Knockout Rail, Magnetic Trick Shot System, Unique 2 Player Magnet Launching Game for Kids and Tweens Ages 6 and Up
2026-04-21 08:31:56,671 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:31:56,676 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:31:57,322 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:31:58,052 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:31:58,052 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:31:58,053 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0F9NHN9GW?th=1
2026-04-21 08:32:04,916 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:32:04,934 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://W9JFIJCY7Z:46344650@118.253.177.190:11193
2026-04-21 08:32:04,934 | INFO | amazon_goods_monitor | 使用代理: 118.253.177.190:11193 (尝试 1/3)
2026-04-21 08:32:04,934 | INFO | amazon_goods_monitor | ⏳ 等待 0.7 秒...
2026-04-21 08:32:05,683 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0F9NHN9GW?th=1
2026-04-21 08:32:10,745 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:32:11,661 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:32:11,665 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:32:12,241 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:32:12,934 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:32:12,934 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:32:12,935 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0GNB7ZPGT?th=1
2026-04-21 08:32:15,139 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:32:15,155 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://EJ0WX0RSVB:02954261@125.75.68.73:17894
2026-04-21 08:32:15,155 | INFO | amazon_goods_monitor | 使用代理: 125.75.68.73:17894 (尝试 1/3)
2026-04-21 08:32:15,156 | INFO | amazon_goods_monitor | ⏳ 等待 0.5 秒...
2026-04-21 08:32:15,680 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0GNB7ZPGT?th=1
2026-04-21 08:32:19,503 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:32:20,504 | INFO | amazon_goods_monitor | 标题: Train Sound Effects Machine - 16 Sounds - Gifts for Teen Boys - Gift for 7 8 9 10 11 12 Year Old Boys - Cool Gadgets - Train Whistle for Kids & Adults - Fun Toys for Boys 8-10 - Easter Basket Stuffer
2026-04-21 08:32:20,544 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:32:20,549 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:32:21,258 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:32:22,013 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:32:22,014 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:32:22,014 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DSGL45JX?th=1
2026-04-21 08:32:35,049 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:32:35,064 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://LLW0BU7VGQ:39267509@124.236.76.149:17745
2026-04-21 08:32:35,064 | INFO | amazon_goods_monitor | 使用代理: 124.236.76.149:17745 (尝试 1/3)
2026-04-21 08:32:35,065 | INFO | amazon_goods_monitor | ⏳ 等待 0.8 秒...
2026-04-21 08:32:35,921 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DSGL45JX?th=1
2026-04-21 08:32:39,256 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:32:40,353 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:32:40,358 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:32:40,975 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:32:41,641 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:32:41,641 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:32:41,642 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0G1XCSD8V?th=1
2026-04-21 08:32:43,250 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:32:43,260 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://WVKYFTS670:14418351@121.14.201.248:11074
2026-04-21 08:32:43,260 | INFO | amazon_goods_monitor | 使用代理: 121.14.201.248:11074 (尝试 1/3)
2026-04-21 08:32:43,260 | INFO | amazon_goods_monitor | ⏳ 等待 0.9 秒...
2026-04-21 08:32:44,172 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0G1XCSD8V?th=1
2026-04-21 08:32:46,897 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:32:47,808 | INFO | amazon_goods_monitor | 标题: Upgrade Marble Banlance Game, Wobble Marble Toy, 60 Colorful Marbles with Storage, 1-4 Players Game for Family Game Night | Party, Gift for Kids 6+ | Birthday | Easter (3-Tier)
2026-04-21 08:32:47,849 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:32:47,852 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:32:48,570 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:32:49,288 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:32:49,288 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:32:49,289 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B08SJFW6HL?th=1
2026-04-21 08:32:50,528 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:32:50,539 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://W9JFIJCY7Z:46344650@118.253.177.190:11193
2026-04-21 08:32:50,539 | INFO | amazon_goods_monitor | 使用代理: 118.253.177.190:11193 (尝试 1/3)
2026-04-21 08:32:50,540 | INFO | amazon_goods_monitor | ⏳ 等待 0.4 秒...
2026-04-21 08:32:50,962 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B08SJFW6HL?th=1
2026-04-21 08:32:59,529 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:00,398 | INFO | amazon_goods_monitor | 标题: Kids Learning Locks with Keys, 123 Dots Numbers Matching and Counting Toys, Montessori Educational Toys for Toddlers Boys Girls
2026-04-21 08:33:00,437 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:00,442 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:01,164 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:01,963 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:01,963 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:01,964 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0F634LK67?th=1
2026-04-21 08:33:03,060 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:03,068 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://W9JFIJCY7Z:46344650@118.253.177.190:11193
2026-04-21 08:33:03,068 | INFO | amazon_goods_monitor | 使用代理: 118.253.177.190:11193 (尝试 1/3)
2026-04-21 08:33:03,069 | INFO | amazon_goods_monitor | ⏳ 等待 0.8 秒...
2026-04-21 08:33:03,852 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0F634LK67?th=1
2026-04-21 08:33:08,104 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:09,217 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:09,222 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:09,944 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:10,702 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:10,702 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:10,703 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0BVM19YWS?th=1
2026-04-21 08:33:12,013 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:12,022 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://LLW0BU7VGQ:39267509@124.236.76.149:17745
2026-04-21 08:33:12,022 | INFO | amazon_goods_monitor | 使用代理: 124.236.76.149:17745 (尝试 1/3)
2026-04-21 08:33:12,023 | INFO | amazon_goods_monitor | ⏳ 等待 0.9 秒...
2026-04-21 08:33:12,938 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0BVM19YWS?th=1
2026-04-21 08:33:16,170 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:17,296 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:17,299 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:18,032 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:18,671 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:18,672 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:18,672 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0FLJ8H6B9?th=1
2026-04-21 08:33:21,167 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:21,178 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://W9JFIJCY7Z:46344650@118.253.177.190:11193
2026-04-21 08:33:21,178 | INFO | amazon_goods_monitor | 使用代理: 118.253.177.190:11193 (尝试 1/3)
2026-04-21 08:33:21,179 | INFO | amazon_goods_monitor | ⏳ 等待 0.2 秒...
2026-04-21 08:33:21,370 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0FLJ8H6B9?th=1
2026-04-21 08:33:24,827 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:25,714 | INFO | amazon_goods_monitor | 标题: Wobble Marble Stacking Game for Kids, Marble Balance Board Game with 60 Glass Marbles & Storage Base,Fun Group Play for 1-4 Players,Birthday for Kids Ages 8-12Halloween gifts&Christmas gifts
2026-04-21 08:33:25,755 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:25,759 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:26,399 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:27,193 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:27,194 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:27,194 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/Kaodezhu-Dinosaur-Math-Balance-Toys/dp/B09WN16G4W
2026-04-21 08:33:28,740 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:28,751 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://PXBHAK1C2C:80609506@1.194.218.235:12509
2026-04-21 08:33:28,751 | INFO | amazon_goods_monitor | 使用代理: 1.194.218.235:12509 (尝试 1/3)
2026-04-21 08:33:28,752 | INFO | amazon_goods_monitor | ⏳ 等待 0.5 秒...
2026-04-21 08:33:29,263 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/Kaodezhu-Dinosaur-Math-Balance-Toys/dp/B09WN16G4W
2026-04-21 08:33:34,458 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:35,580 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:35,583 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:36,280 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:37,036 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:37,037 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:37,038 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0FGJG2ZHQ
2026-04-21 08:33:38,205 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:38,212 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://PXBHAK1C2C:80609506@1.194.218.235:12509
2026-04-21 08:33:38,212 | INFO | amazon_goods_monitor | 使用代理: 1.194.218.235:12509 (尝试 1/3)
2026-04-21 08:33:38,212 | INFO | amazon_goods_monitor | ⏳ 等待 0.9 秒...
2026-04-21 08:33:39,154 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0FGJG2ZHQ
2026-04-21 08:33:42,460 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:43,674 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:43,679 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:44,341 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:45,086 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:45,087 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:45,087 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0FQP89DCJ
2026-04-21 08:33:46,187 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:46,195 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://LLW0BU7VGQ:39267509@124.236.76.149:17745
2026-04-21 08:33:46,196 | INFO | amazon_goods_monitor | 使用代理: 124.236.76.149:17745 (尝试 1/3)
2026-04-21 08:33:46,196 | INFO | amazon_goods_monitor | ⏳ 等待 0.6 秒...
2026-04-21 08:33:46,785 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0FQP89DCJ
2026-04-21 08:33:49,599 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:50,608 | INFO | amazon_goods_monitor | 标题: GEERAY Sound Effects Machine, 16 Hilarious Sounds, Include Fart, Applause, Laughter and More, Pocket Sized Funny Noise Maker Toys for Boys Ages 8-13, Cool Gadgets Gag Gifts for Kids Teens Boys Girls
2026-04-21 08:33:50,649 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:50,655 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:51,323 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:52,033 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:52,034 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:52,034 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0DSLNV76D?th=1
2026-04-21 08:33:53,145 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:53,152 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://AIHARVNXPM:57446815@124.225.4.69:12533
2026-04-21 08:33:53,153 | INFO | amazon_goods_monitor | 使用代理: 124.225.4.69:12533 (尝试 1/3)
2026-04-21 08:33:53,153 | INFO | amazon_goods_monitor | ⏳ 等待 0.0 秒...
2026-04-21 08:33:53,172 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0DSLNV76D?th=1
2026-04-21 08:33:55,877 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:33:56,684 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:33:56,688 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:33:57,284 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:33:58,025 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:33:58,026 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:33:58,026 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0F8V6L6XN?th=1
2026-04-21 08:33:59,144 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:33:59,152 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://PXBHAK1C2C:80609506@1.194.218.235:12509
2026-04-21 08:33:59,152 | INFO | amazon_goods_monitor | 使用代理: 1.194.218.235:12509 (尝试 1/3)
2026-04-21 08:33:59,153 | INFO | amazon_goods_monitor | ⏳ 等待 0.9 秒...
2026-04-21 08:34:00,016 | INFO | amazon_goods_monitor | 请求URL: https://www.amazon.com/dp/B0F8V6L6XN?th=1
2026-04-21 08:34:02,836 | INFO | amazon_goods_monitor | ✅ 请求成功 - 状态码: 200
2026-04-21 08:34:03,763 | INFO | amazon_goods_monitor | 没有优惠券
2026-04-21 08:34:03,767 | INFO | amazon_goods_monitor | -----------开始爬取商品信息-----------
2026-04-21 08:34:04,439 | INFO | amazon_goods_monitor | -----------开始爬取商品流量信息-----------
2026-04-21 08:34:05,113 | INFO | amazon_goods_monitor | ✅ 加载 8 个代理
2026-04-21 08:34:05,113 | INFO | amazon_goods_monitor | -----------开始爬取优惠券信息-----------
2026-04-21 08:34:05,114 | INFO | amazon_goods_monitor | 开始抓取: https://www.amazon.com/dp/B0FMRGWVF4?th=1
2026-04-21 08:34:06,241 | INFO | amazon_goods_monitor | ✅ 已设置邮编 90002 (amazon.com)
2026-04-21 08:34:06,252 | INFO | amazon_goods_monitor | 📡 获取新代理: socks5://XEZQOPMX7M:53843223@121.229.211.102:15252
2026-04-21 08:34:06,253 | INFO | amazon_goods_monitor | 使用代理: 121.229.211.102:15252 (尝试 1/3)
